2025-08-14 10:55:13,599 [INFO] Interrupt script started
2025-08-14 10:55:34,797 [INFO] Camera OK on try 1
2025-08-14 11:49:06,763 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-48-41_2025-08-14_0x94.jpg
2025-08-14 11:49:15,767 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:49:24,786 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 11:49:57,921 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-49-15_2025-08-14_0x87.jpg
2025-08-14 11:51:55,299 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:52:24,386 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-51-55_2025-08-14_0x65.jpg
2025-08-14 11:52:27,494 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:52:54,552 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-52-27_2025-08-14_0x85.jpg
2025-08-14 11:55:03,895 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:55:29,003 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-55-03_2025-08-14_0x56.jpg
2025-08-14 11:56:24,132 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:56:41,087 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-56-24_2025-08-14_0x51.jpg
2025-08-14 11:56:52,061 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 12:00:03,695 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:00:22,757 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-00-03_2025-08-14_0x60.jpg
2025-08-14 12:00:27,765 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
